id,limit_bal,gender,education,marriage,age,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default,log_limit_bal,log_bill_amt1,log_bill_amt2,log_bill_amt3,log_bill_amt4,log_bill_amt5,log_bill_amt6,log_pay_amt1,log_pay_amt2,log_pay_amt3,log_pay_amt4,log_pay_amt5,log_pay_amt6
13,630000,Female,University,Single,41,-1,0,-1,-1,-1,-1,12137,6500,6500,6500,6500,2870,1000,6500,6500,6500,2870,0,0,13.353476685668044,9.4040963063958,8.77971129020447,8.77971129020447,8.77971129020447,8.77971129020447,7.962415680121064,6.90875477931522,8.77971129020447,8.77971129020447,8.77971129020447,7.962415680121064,0.0
14,70000,Male,University,Single,30,1,2,2,0,0,2,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0,1,11.156264806643742,11.09442070897926,11.117955093954706,11.092884645409676,11.10920383611844,10.495100222271777,10.515831319492467,8.071218539969863,0.0,8.006700845440367,8.006700845440367,7.313886831633462,0.0
15,250000,Male,Graduate school,Single,29,0,0,0,0,0,0,70887,67060,63561,59696,56875,55512,3000,3000,3000,3000,3000,3000,0,12.429220196836383,11.168856445727139,11.113357931928125,11.059771086486624,10.997037046861776,10.948628738516264,10.924372506540205,8.006700845440367,8.006700845440367,8.006700845440367,8.006700845440367,8.006700845440367,8.006700845440367
16,50000,Female,High school,Other,23,1,2,0,0,0,0,50614,29173,28116,28771,29531,30211,0,1500,1100,1200,1300,1100,0,10.819798284210286,10.832003254032852,10.281033180646158,10.244129654600282,10.267157970987247,10.293229700179056,10.315994475433339,0.0,7.313886831633462,7.00397413672268,7.0909098220799835,7.170888478512505,7.00397413672268
17,20000,Male,Graduate school,Single,24,0,0,2,2,2,2,15376,18010,17428,18338,17905,19104,3200,0,1500,0,1650,0,1,9.90353755128617,9.640628165515693,9.798737961337057,9.765890764521682,9.816785218696834,9.792891131194102,9.857705359881,8.071218539969863,0.0,7.313886831633462,0.0,7.409136443920128,0.0
18,320000,Male,Graduate school,Married,49,0,0,0,-1,-1,-1,253286,246536,194663,70074,5856,195599,10358,10000,75940,20000,195599,50000,0,12.676079399771027,12.44227851213028,12.41526736262067,12.17903027441829,11.15732137603299,8.675392806089782,12.183827036582853,9.245610986058102,9.210440366976517,11.237712001989848,9.90353755128617,12.183827036582853,10.819798284210286
19,360000,Female,Graduate school,Married,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,12.793862088206213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,180000,Female,Graduate school,Single,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,12.100717685412471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,130000,Female,High school,Single,39,0,0,0,0,0,-1,38358,27688,24489,20616,11802,930,3000,1537,1000,2000,930,33764,0,11.775297421715827,10.554744459835888,10.228790501392256,10.106020149946213,9.933871257170567,9.37610901542907,6.836259277277067,8.006700845440367,7.338238150065589,6.90875477931522,7.601402334583733,6.836259277277067,10.427180042008942
22,120000,Female,University,Married,39,-1,-1,-1,-1,-1,-1,316,316,316,0,632,316,316,316,0,632,316,0,1,11.695255355062795,5.75890177387728,5.75890177387728,5.75890177387728,0.0,6.450470422144176,5.75890177387728,5.75890177387728,5.75890177387728,0.0,6.450470422144176,5.75890177387728,0.0
23,70000,Female,University,Single,26,2,0,0,2,2,2,41087,42445,45020,44006,46905,46012,2007,3582,0,3601,0,1820,1,11.156264806643742,10.623471387049634,10.655987958795587,10.7148843265641,10.692103991155873,10.755900878021523,10.73667924424057,7.60489448081162,8.183955717304954,0.0,8.189244525735901,0.0,7.507141079727608
24,450000,Female,Graduate school,Married,40,-2,-2,-2,-2,-2,-2,5512,19420,1473,560,0,0,19428,1473,560,0,0,1128,1,13.017005083966255,8.614864218589684,9.874110233825451,7.295735072749282,6.329720905522696,0.0,0.0,9.874522074243114,7.295735072749282,6.329720905522696,0.0,0.0,7.029087564149662
25,90000,Male,Graduate school,Single,23,0,0,0,-1,0,0,4744,7070,0,5398,6360,8292,5757,0,5398,1200,2045,2000,0,11.407576060361786,8.464846711044029,8.863757191604241,0.0,8.593969030218288,8.757940876678804,9.023167064451204,8.65834547117212,0.0,8.593969030218288,7.0909098220799835,7.6236419465115715,7.601402334583733
26,50000,Male,High school,Single,23,0,0,0,0,0,0,47620,41810,36023,28967,29829,30046,1973,1426,1001,1432,1062,997,0,10.819798284210286,10.771029119400374,10.640914741787618,10.491940661981408,10.273947051445477,10.303269877508795,10.310518101368999,7.587817219993427,7.2633296174768365,6.90975328164481,7.267525427828172,6.968850378341948,6.905753276311464
27,60000,Male,Graduate school,Single,27,1,-2,-1,-1,-1,-1,-109,-425,259,-57,127,-189,0,1000,0,500,0,1000,1,11.002116507732017,0.0,0.0,5.560681631015528,0.0,4.852030263919617,0.0,0.0,6.90875477931522,0.0,6.2166061010848646,0.0,6.90875477931522
28,50000,Female,High school,Single,30,0,0,0,0,0,0,22541,16138,17163,17878,18931,19617,1300,1300,1000,1500,1000,1012,0,10.819798284210286,10.023135514802023,9.688993982035823,9.750569446111415,9.79138211875182,9.848608891026139,9.884202791124261,7.170888478512505,7.170888478512505,6.90875477931522,7.313886831633462,6.90875477931522,6.920671504248683
29,50000,Female,High school,Married,47,-1,-1,-1,-1,-1,-1,650,3415,3416,2040,30430,257,3415,3421,2044,30430,257,0,0,10.819798284210286,6.478509642208569,8.13622555490846,8.136518252115291,7.621195162809845,10.323217104657997,5.552959584921617,8.13622555490846,8.137980454452139,7.623153068476902,10.323217104657997,5.552959584921617,0.0
30,50000,Male,Graduate school,Single,26,0,0,0,0,0,0,15329,16575,17496,17907,18375,11400,1500,1500,1000,1000,1600,0,0,10.819798284210286,9.63756697186586,9.71571114505921,9.76978471664462,9.793002819360856,9.818800744368934,9.34145634983372,7.313886831633462,7.313886831633462,6.90875477931522,6.90875477931522,7.3783837129967145,0.0
31,230000,Female,Graduate school,Single,27,-1,-1,-1,-1,-1,-1,16646,17265,13266,15339,14307,36923,17270,13281,15339,14307,37292,0,0,12.345838935721968,9.719985298994011,9.756494528795468,9.493035027916918,9.638219074921247,9.568574100378909,10.516617025110042,9.756784073343919,9.494165014100659,9.638219074921247,9.568574100378909,10.526560920459826,0.0
32,50000,Male,University,Single,33,2,0,0,0,0,0,30518,29618,22102,22734,23217,23680,1718,1500,1000,1000,1000,716,1,10.819798284210286,10.326104719461858,10.296171326279559,10.003468624899442,10.031660866259111,10.052683118897981,10.072428317836021,7.449498005382849,7.313886831633462,6.90875477931522,6.90875477931522,6.90875477931522,6.57507584059962
33,100000,Male,Graduate school,Single,32,0,0,0,0,0,0,93036,84071,82880,80958,78703,75589,3023,3511,3302,3204,3200,2504,0,11.51293546492023,11.440752542476647,11.339428853545433,11.325161123057587,11.301698132666353,11.273449259035122,11.233079278286223,8.014335737299424,8.163940954755008,8.10258642539079,8.07246736935477,8.071218539969863,7.826044013518965
34,500000,Female,University,Married,54,-2,-2,-2,-2,-2,-2,10929,4152,22722,7521,71439,8981,4152,22827,7521,71439,981,51582,0,13.122365377402328,9.299266581170585,8.331586243630754,10.031132906371798,8.925587339030281,11.17661321555038,9.102977853647683,8.331586243630754,10.035743131656599,8.925587339030281,11.17661321555038,6.889591308354466,10.850947439822313
35,500000,Male,Graduate school,Married,58,-2,-2,-2,-2,-2,-2,13709,5006,31130,3180,0,5293,5006,31178,3180,0,5293,768,0,13.122365377402328,9.52588077255636,8.518592212329946,10.345959386273389,8.064950891749143,0.0,8.574329382787047,8.518592212329946,10.347500070256531,8.064950891749143,0.0,8.574329382787047,6.645090969505644
36,160000,Male,Graduate school,Single,30,-1,-1,-2,-2,-2,-1,30265,-131,-527,-923,-1488,-1884,131,396,396,565,792,0,0,11.982935344196433,10.317780249246972,0.0,0.0,0.0,0.0,0.0,4.882801922586371,5.983936280687191,5.983936280687191,6.338594078203183,6.675823221634848,0.0
37,280000,Male,University,Married,40,0,0,0,0,0,0,186503,181328,180422,170410,173901,177413,8026,8060,6300,6400,6400,6737,0,12.54254845357358,12.136207965557189,12.108068339825607,12.103059372940695,12.045968445284444,12.066247201138804,12.086241263443892,8.990566138131577,8.9947928972836,8.748463629942055,8.764209507142004,8.764209507142004,8.815518423966498
38,60000,Female,University,Single,22,0,0,0,0,0,-1,15054,9806,11068,6026,-28335,18660,1500,1518,2043,0,47671,617,0,11.002116507732017,9.619465440915834,9.19085169539232,9.311903687385623,8.704004653483045,0.0,9.834191063533472,7.313886831633462,7.325807502595773,7.622663951323595,0.0,10.772099502426816,6.42648845745769
39,50000,Male,Graduate school,Single,25,1,-1,-1,-2,-2,-2,0,780,0,0,0,0,780,0,0,0,0,0,1,10.819798284210286,0.0,6.660575149839686,0.0,0.0,0.0,0.0,6.660575149839686,0.0,0.0,0.0,0.0,0.0
40,280000,Male,Graduate school,Single,31,-1,-1,2,-1,0,-1,498,9075,4641,9976,17976,9477,9075,0,9976,8000,9525,781,0,12.54254845357358,6.212606095751519,9.113388845899733,8.442900586834382,9.208037722913508,9.796848442046416,9.156728602527533,9.113388845899733,0.0,9.208037722913508,8.987321812850125,9.161780181360806,6.661854740545311
41,360000,Male,Graduate school,Single,33,0,0,0,0,0,0,218668,221296,206895,628699,195969,179224,10000,7000,6000,188840,28000,4000,0,12.793862088206213,12.295314449932892,12.307260969688782,12.239971530535632,13.351409474371152,12.1857168652731,12.096397278721073,9.210440366976517,8.853808274977197,8.699681400989514,12.148660670134445,10.239995502805316,8.294299608857235
42,70000,Female,Graduate school,Single,25,0,0,0,0,0,0,67521,66999,63949,63699,64718,65970,3000,4500,4042,2500,2800,2500,0,11.156264806643742,11.120208749684231,11.112447898373103,11.06585680700699,11.061939841560255,11.077810100438713,11.096970530507365,8.006700845440367,8.412054873292933,8.304742269640771,7.824445930877619,7.937731775260109,7.824445930877619
43,10000,Male,University,Single,22,0,0,0,0,0,0,1877,3184,6003,3576,3670,4451,1500,2927,1000,300,1000,500,0,9.210440366976517,7.537962659768208,8.066207568006265,8.700181192753353,8.182279739259018,8.208219383496834,8.401108712395436,7.313886831633462,7.982074875081202,6.90875477931522,5.707110264748875,6.90875477931522,6.2166061010848646
44,140000,Female,University,Married,37,0,0,0,0,0,0,59504,61544,62925,64280,67079,69802,3000,3000,3000,4000,4000,3000,0,11.849404844423074,10.993815621616541,11.027523893544396,11.049714711812085,11.071019376668836,11.113641215937145,11.153432267769546,8.006700845440367,8.006700845440367,8.006700845440367,8.294299608857235,8.294299608857235,8.006700845440367
45,40000,Female,Graduate school,Single,30,0,0,0,2,0,0,18927,21295,25921,25209,26636,29197,3000,5000,0,2000,3000,0,0,10.596659732783579,9.848397586218168,9.966274540634894,10.16284730798332,10.134996020181966,10.190056505700436,10.281855492759925,8.006700845440367,8.517393171418904,0.0,7.601402334583733,8.006700845440367,0.0
46,210000,Male,Graduate school,Single,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,12.25486757159303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,20000,Female,Graduate school,Single,22,0,0,2,-1,0,0,14028,16484,15800,16341,16675,0,3000,0,16741,334,0,0,1,9.90353755128617,9.548881894718772,9.710206155505832,9.6678285081515,9.701493759944652,9.721725839000687,0.0,8.006700845440367,0.0,9.725675811220002,5.814130531825066,0.0,0.0
48,150000,Female,Other,Single,46,0,0,-1,0,0,-2,4463,3034,1170,1170,0,0,1013,1170,0,0,0,0,1,11.918397239722838,8.403800504061147,8.017966703493599,7.065613363597717,7.065613363597717,0.0,0.0,6.921658184151129,7.065613363597717,0.0,0.0,0.0,0.0
49,380000,Male,University,Single,32,-1,-1,-1,-1,-1,-1,22401,21540,15134,32018,11849,11873,21540,15138,24677,11851,11875,8251,0,12.847929163278053,10.016905519571685,9.977713374888099,9.624765221455819,10.374084755582075,9.380083146563278,9.38210641483062,9.977713374888099,9.625029474611878,10.11366743745848,9.380251908693456,9.382274835883651,9.018210874191142
50,20000,Male,Graduate school,Single,24,0,0,0,0,0,0,17447,18479,19476,19865,20480,20063,1318,1315,704,928,912,1069,0,9.90353755128617,9.766980307881465,9.824444345195674,9.8769895612299,9.8967650067753,9.92725290608639,9.906682443432647,7.1846291527173145,7.182352111885263,6.558197802812269,6.834108738813838,6.816735880594968,6.975413927455952
51,70000,Male,High school,Single,42,1,2,2,2,2,0,37042,36171,38355,39423,38659,39362,0,3100,2000,0,1500,1500,1,11.156264806643742,10.519834679000835,10.496040617860372,10.554666248273572,10.582130046893191,10.562560752762321,10.580581567773825,0.0,8.03947991910045,7.601402334583733,0.0,7.313886831633462,7.313886831633462
52,100000,Female,High school,Other,43,0,0,0,0,0,0,61559,51163,43824,39619,35762,33258,2000,1606,1500,2000,1500,1000,0,11.51293546492023,11.027767587952816,10.842791438719283,10.687959709789435,10.587089320252542,10.484669118386112,10.412080686149404,7.601402334583733,7.382124365737512,7.313886831633462,7.601402334583733,7.313886831633462,6.90875477931522
53,310000,Female,University,Married,49,-2,-2,-2,-2,-2,-2,13465,7867,7600,11185,3544,464,7875,7600,11185,3544,464,0,0,12.644330802262578,9.507923269105227,8.97055917950895,8.936035096566041,9.322418275381533,8.173293438966228,6.142037405587356,8.971575439759016,8.936035096566041,9.322418275381533,8.173293438966228,6.142037405587356,0.0
54,180000,Female,Graduate school,Single,25,1,2,0,0,0,0,41402,41742,42758,43510,44420,45319,1300,2010,1762,1762,1790,1622,0,12.100717685412471,10.63110862095615,10.639287051551051,10.66333497852314,10.680769058672864,10.701467609576829,10.721503715141942,7.170888478512505,7.606387389772652,7.47477218239787,7.47477218239787,7.490529402060711,7.392031567514591
55,150000,Female,Graduate school,Single,29,2,0,0,0,0,0,46224,34993,31434,26518,21042,16540,1600,1718,1049,1500,2000,5000,0,11.918397239722838,10.741276056255325,10.462931897204566,10.355677200817162,10.18561673619821,9.954323242238624,9.713597426242222,7.3783837129967145,7.449498005382849,6.956545443151569,7.313886831633462,7.601402334583733,8.517393171418904
56,500000,Female,Graduate school,Married,45,-2,-2,-2,-2,-2,-2,1905,3640,162,0,151,2530,3640,162,0,151,2530,0,0,13.122365377402328,7.552762084214147,8.200013648175434,5.093750200806762,0.0,5.0238805208462765,7.836369760545124,8.200013648175434,5.093750200806762,0.0,5.0238805208462765,7.836369760545124,0.0
57,180000,Female,High school,Married,34,0,0,0,-1,-1,-1,16386,15793,8441,7142,-679,8321,8500,1500,7500,679,9000,2000,0,12.100717685412471,9.704243616546224,9.667385400057526,9.040974526342444,8.873888135154973,0.0,9.026657889542886,9.04793908261736,7.313886831633462,8.922791623969637,6.522092798170152,9.105090961257085,7.601402334583733
58,180000,Female,University,Married,34,0,0,0,0,0,0,175886,173440,172308,168608,132202,129918,8083,7296,5253,4814,4816,3800,0,12.100717685412471,12.077597022366296,12.063592762899454,12.057044655626601,12.035337703908107,11.792093899031805,11.774666458321548,8.997642078523512,8.89521858376562,8.566744970245486,8.479491324232226,8.479906606630221,8.24301946898925
59,200000,Female,Graduate school,Single,34,-1,3,2,2,2,2,1587,1098,782,1166,700,1414,0,0,700,0,1200,0,0,12.206077645517674,7.370230641807081,7.002155954403621,6.663132695990803,7.062191632286556,6.55250788703459,7.254884810077338,0.0,0.0,6.55250788703459,0.0,7.0909098220799835,0.0
60,400000,Female,University,Married,29,0,0,0,0,0,0,400134,398857,404205,360199,356656,364089,17000,15029,30000,12000,12000,23000,0,12.899222326086994,12.899557269149804,12.896360742803912,12.90967992797805,12.794414711723993,12.784529814598953,12.805156368804207,9.741027444837728,9.61780348274702,10.308985993422082,9.392745258631441,9.392745258631441,10.043292972227004
61,500000,Female,High school,Married,28,0,0,0,0,0,0,22848,23638,18878,14937,13827,15571,1516,1300,1000,1000,2000,2000,1,13.122365377402328,10.036662631688545,10.070653169440881,9.845805472195043,9.611663580917012,9.534450801041515,9.653229708730347,7.324489979348532,7.170888478512505,6.90875477931522,6.90875477931522,7.601402334583733,7.601402334583733
62,70000,Male,University,Married,39,0,0,0,0,0,-1,70800,72060,69938,16518,14096,830,4025,2095,1000,2000,3000,0,0,11.156264806643742,11.167628403875849,11.185268261530247,11.155378712545462,9.712266512555141,9.553717287770926,6.7226297948554485,8.300528606199737,7.647786045440933,6.90875477931522,7.601402334583733,8.006700845440367,0.0
63,50000,Male,Graduate school,Single,29,2,2,2,2,2,2,24987,24300,26591,25865,27667,28264,0,2700,0,2225,1200,0,1,10.819798284210286,10.12615098861346,10.098272780745283,10.188365697655176,10.16068464397519,10.228031789720475,10.249379569109392,0.0,7.901377353792616,0.0,7.70796153183549,7.0909098220799835,0.0
64,50000,Female,University,Married,46,0,0,0,-2,-2,-2,28718,29166,0,0,0,0,1000,0,0,0,0,0,1,10.819798284210286,10.265314203614462,10.280793212183719,0.0,0.0,0.0,0.0,6.90875477931522,0.0,0.0,0.0,0.0,0.0
65,130000,Female,University,Married,51,-1,-1,-2,-2,-1,-1,99,0,0,0,2353,0,0,0,0,2353,0,0,0,11.775297421715827,4.605170185988092,0.0,0.0,0.0,7.763871287820222,0.0,0.0,0.0,0.0,7.763871287820222,0.0,0.0
66,200000,Male,Graduate school,Married,57,-2,-2,-2,-1,2,2,152519,148751,144076,8174,8198,7918,0,0,8222,300,0,1000,1,12.206077645517674,11.935051013971501,11.91003576869564,11.878103157867375,9.008835995765454,9.011767474596178,8.977020214210413,0.0,0.0,9.014690384970896,5.707110264748875,0.0,6.90875477931522
67,10000,Male,University,Married,56,2,2,2,0,0,0,2097,4193,3978,4062,4196,4326,2300,0,150,200,200,160,1,9.210440366976517,7.6487397889562425,8.341410211461865,8.288785810426928,8.309676895987726,8.34212526333359,8.372629740224884,7.741099090035366,0.0,5.017279836814924,5.303304908059076,5.303304908059076,5.081404364984463
68,210000,Female,Graduate school,Single,30,2,-1,-1,-1,-1,-1,300,300,1159,2280,300,4250,300,1159,2280,300,4250,909,0,12.25486757159303,5.707110264748875,5.707110264748875,7.05617528410041,7.732369222284388,5.707110264748875,8.35490952835879,5.707110264748875,7.05617528410041,7.732369222284388,5.707110264748875,8.35490952835879,6.813444599510896
69,130000,Female,High school,Single,29,1,-2,-2,-1,2,-1,-190,-9850,-9850,10311,10161,7319,0,0,20161,0,7319,13899,0,11.775297421715827,0.0,0.0,0.0,9.241063544619024,9.226410552153677,8.898365606955357,0.0,0.0,9.911554923613886,0.0,8.898365606955357,9.539644119118783
70,20000,Male,Other,Single,22,2,0,0,0,0,0,18565,17204,17285,18085,11205,5982,0,1200,1000,500,1000,0,0,9.90353755128617,9.829087229959878,9.752955318231582,9.757652204312583,9.802893437300426,9.32420462812523,8.696677393390031,0.0,7.0909098220799835,6.90875477931522,6.2166061010848646,6.90875477931522,0.0
71,80000,Male,Graduate school,Single,31,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,0,11.289794413577894,6.660575149839686,0.0,5.968707559985366,5.968707559985366,5.968707559985366,5.968707559985366,0.0,5.968707559985366,5.968707559985366,5.968707559985366,5.968707559985366,5.968707559985366
72,320000,Male,University,Single,29,2,2,2,2,2,2,58267,59246,60184,58622,62307,63526,2500,2500,0,4800,2400,1600,1,12.676079399771027,10.97280833656884,10.989470424804097,11.005178430813835,10.978882390028053,11.039845107446496,11.059220291360612,7.824445930877619,7.824445930877619,0.0,8.476579508530941,7.783640596221253,7.3783837129967145
73,200000,Female,University,Married,32,-1,-1,-1,-1,2,-1,9076,5787,-684,5247,3848,3151,5818,15,9102,17,3165,1395,0,12.206077645517674,9.113499020526627,8.663542087751374,0.0,8.565602330623925,8.255568653283746,8.05579245097777,8.66888370465667,2.772588722239781,9.116359308505288,2.8903717578961645,8.060224240440958,7.241366283322318
74,290000,Female,Graduate school,Single,37,1,-2,-1,-1,-1,-1,0,0,3155,0,2359,0,0,3155,0,2359,0,0,0,12.577639650232573,0.0,0.0,8.057060681965766,0.0,7.7664168980196555,0.0,0.0,8.057060681965766,0.0,7.7664168980196555,0.0,0.0
75,340000,Male,Graduate school,Single,32,-1,-1,-1,-1,-1,-1,3048,5550,23337,4291,80153,25820,5713,23453,4314,80552,25949,2016,0,12.73670383776449,8.022568946988255,8.621733370690162,10.057838212366052,8.36450810375059,11.291705063217867,10.158943393317584,8.65067458279072,10.06279633502101,8.36985260351753,11.29667063185944,10.163926888594034,7.6093665379542115
76,20000,Male,University,Single,24,0,0,2,0,0,0,14619,17216,16642,16976,17332,18543,2850,0,610,630,1500,0,0,9.90353755128617,9.59014573330377,9.753652546776472,9.719744986586726,9.739614765810634,9.76036747794131,9.827901565579532,7.955425088912672,0.0,6.415096959171596,6.447305862541213,7.313886831633462,0.0
77,50000,Male,High school,Single,25,-1,0,0,0,0,0,42838,37225,36087,9636,9590,10030,1759,1779,320,500,1000,1000,0,10.819798284210286,10.665204181618838,10.524762720858279,10.493715679088233,9.173365135851288,9.16858043772795,9.213435576883485,7.473069088032197,7.484368643286131,5.771441123130016,6.2166061010848646,6.90875477931522,6.90875477931522
78,300000,Female,Graduate school,Married,45,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,291,0,12.611541086966115,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282
79,30000,Female,University,Single,22,0,0,0,0,0,0,28387,29612,30326,28004,26446,6411,1686,1400,560,3000,1765,0,1,10.308985993422082,10.253721799644874,10.295968733085997,10.319793683822168,10.240138344643933,10.18289800930364,8.765926513729443,7.430707082545968,7.244941546337007,6.329720905522696,8.006700845440367,7.476472381163905,0.0
80,240000,Female,University,Single,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,12.388398368982115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,470000,Female,High school,Other,33,0,0,0,0,0,0,165254,157784,162702,69923,29271,29889,6400,7566,3000,960,1000,3000,0,13.060490101343552,12.015245014442275,11.968988625841485,11.999681731881635,11.155164216931075,10.284386706699042,10.305279255277984,8.764209507142004,8.931551966694522,8.006700845440367,6.8679744089702925,6.90875477931522,8.006700845440367
82,360000,Female,Graduate school,Single,26,0,0,0,0,0,-1,23411,27796,30400,33100,180000,196,4796,3400,3100,146900,196,2963,0,12.793862088206213,10.06100399041111,10.232683380186565,10.322230781590136,10.407318772389159,12.100717685412471,5.2832037287379885,8.475746001502063,8.131824785007195,8.03947991910045,11.897514169490739,5.2832037287379885,7.994294986415977
83,60000,Male,High school,Single,30,0,0,0,0,0,0,26324,27471,28108,21993,19899,19771,1576,1213,648,768,1140,0,1,11.002116507732017,10.178274337002176,10.220922583137257,10.243845088739151,9.99852496787088,9.898475010712584,9.89202207442685,7.3632795869630385,7.101675971619444,6.47543271670409,6.645090969505644,7.039660349862076,0.0
